customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,retention_score,segment,clv_pred,value_tier,retention_tier,marketing_segment
RW-19540,55,13,3253.489,2015-02-03,879,4,4,4,4143.912,No,0.8382160663604736,Loyal Customers,911.97998046875,High Value,Medium Retention,High Value + Medium Retention
RW-19630,79,15,3213.756,2014-06-28,1099,4,5,4,65.99,No,0.9765333533287048,Loyal Customers,537.42633056640625,Medium Value,High Retention,Medium Value + High Retention
RW-19690,102,5,2245.006,2016-05-30,397,3,2,4,1250.64,No,0.9150090217590332,Potential Loyalists,737.32940673828125,High Value,Medium Retention,High Value + Medium Retention
SA-20830,43,20,4745.4115,2014-02-22,1225,5,5,5,21.93,No,0.8033711314201355,Champions,495.609130859375,Low Value,Medium Retention,Low Value + Medium Retention
SB-20170,19,7,1348.02,2014-06-06,1121,5,2,3,0,Yes,0.4737156629562378,Needs Attention,506.3169860839844,Medium Value,Low Retention,Medium Value + Low Retention
SB-20185,6,12,6410.996,2014-09-20,1015,5,4,5,0,Yes,0.3327665627002716,Loyal Customers,705.62908935546875,Medium Value,Low Retention,Medium Value + Low Retention
SB-20290,225,12,6647.552,2014-05-09,1149,2,4,5,1410.339,No,0.8514887094497681,Champions,634.147705078125,Medium Value,Medium Retention,Medium Value + Medium Retention
SC-20020,599,17,3362.9636,2014-03-03,1216,1,5,4,0,Yes,0.7629390358924866,Potential Loyalists,396.7026672363281,Low Value,Medium Retention,Low Value + Medium Retention
SC-20050,81,11,4217.816,2014-03-18,1201,4,4,5,406.75600000000003,No,0.9591659307479858,Champions,600.98785400390625,Medium Value,High Retention,Medium Value + High Retention
SC-20095,167,22,14142.334,2014-02-12,1235,3,5,5,0,Yes,0.2997088134288788,Loyal Customers,307.8164367675781,Low Value,Low Retention,Low Value + Low Retention
SC-20230,314,10,4355.898,2016-06-06,390,1,3,5,16.06,No,0.8497617840766907,Potential Loyalists,761.3551025390625,High Value,Medium Retention,High Value + Medium Retention
SC-20260,5,18,3729.7929999999997,2014-04-06,1182,5,5,5,0,Yes,0.260806679725647,Loyal Customers,413.5534362792969,Low Value,Low Retention,Low Value + Low Retention
SC-20305,21,7,3504.092,2014-12-16,928,5,2,5,474.97299999999996,No,0.9695808291435242,Loyal Customers,973.27435302734375,High Value,High Retention,High Value + High Retention
SC-20380,43,17,3736.908,2014-03-01,1218,5,5,5,2255.628,No,0.9268200993537903,Champions,445.0712585449219,Low Value,High Retention,Low Value + High Retention
SC-20440,639,5,1372.31,2015-08-17,684,1,2,3,502.688,No,0.6336175799369812,Loyal Customers,503.4125061035156,Medium Value,Medium Retention,Medium Value + Medium Retention
SC-20575,7,5,801.2320000000001,2014-06-16,1111,5,2,2,101.49600000000001,No,0.9477147459983826,Needs Attention,366.66619873046875,Low Value,High Retention,Low Value + High Retention
SC-20680,196,7,1182.66,2014-11-21,953,3,2,2,71.98,No,0.6847842335700989,Potential Loyalists,705.232421875,Medium Value,Medium Retention,Medium Value + Medium Retention
SC-20695,202,11,2362,2014-12-16,928,2,4,4,214.408,No,0.5869870185852051,Loyal Customers,820.5531005859375,High Value,Low Retention,High Value + Low Retention
SC-20725,5,26,5226.21,2014-06-03,1124,5,5,5,0,Yes,0.3840298056602478,Loyal Customers,464.09124755859375,Low Value,Low Retention,Low Value + Low Retention
SC-20770,121,19,3742.765,2015-06-20,742,3,5,5,749.8919999999999,No,0.9215383529663086,Champions,565.68218994140625,Medium Value,High Retention,Medium Value + High Retention
SC-20800,16,4,276.88800000000003,2015-12-11,568,5,1,1,2.368,No,0.992439866065979,Potential Loyalists,624.8507080078125,Medium Value,High Retention,Medium Value + High Retention
SC-20845,232,1,14.112,2016-11-11,232,2,1,1,266.52,No,0.388414204120636,Needs Attention,603.7857666015625,Medium Value,Low Retention,Medium Value + Low Retention
SD-20485,18,21,6121.114,2014-01-26,1252,5,5,5,0,Yes,0.5262821316719055,Loyal Customers,252.03195190429688,Low Value,Low Retention,Low Value + Low Retention
SE-20110,110,16,11996.176000000001,2014-04-11,1177,3,5,5,213.262,No,0.4276924729347229,Champions,405.35467529296875,Low Value,Low Retention,Low Value + Low Retention
SF-20065,197,6,461.484,2014-09-10,1025,3,2,1,302.062,No,0.6827494502067566,Potential Loyalists,586.73583984375,Medium Value,Medium Retention,Medium Value + Medium Retention
SF-20200,240,10,513.552,2014-12-23,921,2,3,1,2909.234,No,0.7178705930709839,Loyal Customers,665.0511474609375,Medium Value,Medium Retention,Medium Value + Medium Retention
SF-20965,243,10,3099.192,2014-10-21,984,2,3,4,237.34300000000002,No,0.9284229874610901,Champions,875.539306640625,High Value,High Retention,High Value + High Retention
SG-20080,563,10,2567.151,2015-10-31,609,1,3,4,839.43,No,0.9564390182495117,Loyal Customers,535.5750732421875,Medium Value,High Retention,Medium Value + High Retention
SG-20470,1,14,1884.798,2014-07-26,1071,5,5,3,0,Yes,0.6527372002601624,Potential Loyalists,514.59698486328125,Medium Value,Medium Retention,Medium Value + Medium Retention
SG-20605,67,12,3108.9120000000003,2014-01-23,1255,4,4,4,15.92,No,0.9307669401168823,Potential Loyalists,608.35400390625,Medium Value,High Retention,Medium Value + High Retention
SG-20890,44,5,47.946,2014-03-30,1189,4,2,1,0,Yes,0.9180868268013,At Risk,431.7628479003906,Low Value,Medium Retention,Low Value + Medium Retention
SH-19975,117,19,2566.7115,2014-12-10,934,3,5,4,840.128,No,0.7758665680885315,Champions,673.2271728515625,Medium Value,Medium Retention,Medium Value + Medium Retention
SH-20395,58,12,1963.854,2014-11-02,972,4,4,3,216.864,No,0.9339748620986938,Champions,851.87774658203125,High Value,High Retention,High Value + High Retention
SH-20635,583,2,2096.392,2014-12-16,928,1,1,3,0,Yes,0.28180792927742004,Needs Attention,790.052490234375,High Value,Low Retention,High Value + Low Retention
SJ-20125,61,18,1754.6979999999999,2015-09-22,648,4,5,3,2194.958,No,0.7086074948310852,Loyal Customers,497.38446044921875,Low Value,Medium Retention,Low Value + Medium Retention
SJ-20215,72,6,723.614,2015-02-09,873,4,2,2,617.422,No,0.9381430745124817,Potential Loyalists,613.17047119140625,Medium Value,High Retention,Medium Value + High Retention
SJ-20500,71,7,1318.7759999999998,2014-08-31,1035,4,2,2,0,Yes,0.5096176266670227,Needs Attention,534.29815673828125,Medium Value,Low Retention,Medium Value + Low Retention
SK-19990,69,3,251.81,2016-11-28,215,4,1,1,631.5989999999999,No,0.9630988240242004,Potential Loyalists,553.6431884765625,Medium Value,High Retention,Medium Value + High Retention
SL-20155,203,6,1348.758,2014-09-21,1014,2,2,3,1704.2540000000001,No,0.59881192445755,Loyal Customers,717.2764892578125,Medium Value,Low Retention,Medium Value + Low Retention
SM-20005,239,6,244.494,2014-11-23,951,2,2,1,0,Yes,0.3768244981765747,Needs Attention,680.8209228515625,Medium Value,Low Retention,Medium Value + Low Retention
SM-20320,554,13,24508.631999999998,2014-03-18,1201,1,4,5,534.418,No,0.5716975331306458,Loyal Customers,564.9180908203125,Medium Value,Low Retention,Medium Value + Low Retention
SM-20905,424,6,1043.041,2016-05-03,424,1,2,2,0,Yes,0.5399883389472961,Needs Attention,495.8741760253906,Low Value,Low Retention,Low Value + Low Retention
SM-20950,32,18,4492.892,2014-09-29,1006,5,5,5,1070.5,No,0.9213260412216187,Champions,770.5557861328125,High Value,Medium Retention,High Value + Medium Retention
SN-20560,145,14,1097.824,2015-06-18,744,3,5,2,762.594,No,0.8825212717056274,Potential Loyalists,357.5335388183594,Low Value,Medium Retention,Low Value + Medium Retention
SN-20710,225,18,2873.3552,2014-05-06,1152,2,5,4,254.604,No,0.9121710062026978,Loyal Customers,451.18280029296875,Low Value,Medium Retention,Low Value + Medium Retention
SO-20335,69,9,1959.7715,2015-10-11,629,4,3,3,642.804,No,0.9091816544532776,Loyal Customers,676.0350341796875,Medium Value,Medium Retention,Medium Value + Medium Retention
SP-20545,145,10,1306.086,2014-10-13,992,3,3,2,0,Yes,0.8987976908683777,Needs Attention,549.15948486328125,Medium Value,Medium Retention,Medium Value + Medium Retention
SP-20620,205,12,2303.652,2014-09-08,1027,2,4,4,3136.667,No,0.8494403958320618,Champions,731.0859375,High Value,Medium Retention,High Value + Medium Retention
SP-20650,204,15,1872.436,2014-04-16,1172,2,5,3,0,Yes,0.8909487724304199,Potential Loyalists,519.2713623046875,Medium Value,Medium Retention,Medium Value + Medium Retention
SP-20860,119,22,4232.588,2014-12-15,929,3,5,5,50.352000000000004,No,0.7430212497711182,Loyal Customers,710.5955810546875,Medium Value,Medium Retention,Medium Value + Medium Retention
SP-20920,107,13,3966.697,2014-11-22,952,3,4,5,23.992,No,0.7845621705055237,Loyal Customers,859.31964111328125,High Value,Medium Retention,High Value + Medium Retention
SR-20425,75,6,2826.2490000000003,2014-06-14,1113,4,2,4,407.232,No,0.9766544103622437,Loyal Customers,640.98480224609375,Medium Value,High Retention,Medium Value + High Retention
SR-20740,14,12,4345.886,2014-02-20,1227,5,4,5,0,Yes,0.9836599826812744,Loyal Customers,545.20355224609375,Medium Value,High Retention,Medium Value + High Retention
SS-20140,28,10,253.086,2014-11-23,951,5,3,1,1070.942,No,0.7740908861160278,Loyal Customers,642.65557861328125,Medium Value,Medium Retention,Medium Value + Medium Retention
SS-20410,588,9,2844.147,2014-05-30,1128,1,3,4,212.66,No,0.8727990388870239,Potential Loyalists,439.23065185546875,Low Value,Medium Retention,Low Value + Medium Retention
SS-20515,309,6,613.4,2014-07-14,1083,1,2,1,0,Yes,0.6635037660598755,At Risk,553.22021484375,Medium Value,Medium Retention,Medium Value + Medium Retention
SS-20590,250,9,418.49,2014-08-05,1061,2,3,1,0,Yes,0.32422178983688354,Needs Attention,575.5841064453125,Medium Value,Low Retention,Medium Value + Low Retention
SS-20875,308,13,921.726,2014-12-14,930,2,4,2,42.91,No,0.2013632357120514,Needs Attention,601.7763671875,Medium Value,Low Retention,Medium Value + Low Retention
ST-20530,11,11,419.004,2014-02-14,1233,5,4,1,14.336,No,0.82353675365448,Potential Loyalists,270.86602783203125,Low Value,Medium Retention,Low Value + Medium Retention
SU-20665,110,14,1694.608,2015-12-05,574,3,5,3,900.7560000000001,No,0.9296797513961792,Loyal Customers,565.4730224609375,Medium Value,High Retention,Medium Value + High Retention
SV-20365,233,12,3011.014,2014-01-11,1267,2,4,4,8459.936,No,0.9017495512962341,Champions,2227.18505859375,High Value,Medium Retention,High Value + Medium Retention
SV-20785,138,25,4105.305,2014-04-12,1176,3,5,5,0,Yes,0.6039389371871948,Loyal Customers,408.4820251464844,Low Value,Low Retention,Low Value + Low Retention
SV-20815,309,5,1259.41,2015-05-04,789,1,2,2,11.68,No,0.31873583793640137,Potential Loyalists,495.8741760253906,Low Value,Low Retention,Low Value + Low Retention
SV-20935,68,5,838.028,2016-03-19,469,4,2,2,1065.463,No,0.9880744814872742,Loyal Customers,518.7950439453125,Medium Value,High Retention,Medium Value + High Retention
SW-20245,126,9,845.72,2014-07-20,1077,3,3,2,239.358,No,0.8558430075645447,Potential Loyalists,545.824951171875,Medium Value,Medium Retention,Medium Value + Medium Retention
SW-20275,105,4,954.15,2014-03-10,1209,3,1,2,1012.5,No,0.550074577331543,Loyal Customers,507.1359558105469,Medium Value,Low Retention,Medium Value + Low Retention
SW-20350,440,3,552.23,2016-04-09,448,1,1,1,466.81399999999996,No,0.880749523639679,Needs Attention,647.1195068359375,Medium Value,Medium Retention,Medium Value + Medium Retention
SW-20455,277,5,2621.652,2015-06-22,740,2,2,4,299.892,No,0.8980506658554077,Loyal Customers,787.4720458984375,High Value,Medium Retention,High Value + Medium Retention
SW-20755,352,8,758.6959999999999,2014-11-02,972,1,3,2,0,Yes,0.7218758463859558,At Risk,599.82763671875,Medium Value,Medium Retention,Medium Value + Medium Retention
SZ-20035,152,14,2674.935,2014-09-07,1028,3,5,4,950.394,No,0.9479508996009827,Champions,570.38134765625,Medium Value,High Retention,Medium Value + High Retention
TA-21385,88,6,879.162,2014-09-12,1023,4,2,2,13716.458,No,0.8526033759117126,Loyal Customers,607.11932373046875,Medium Value,Medium Retention,Medium Value + Medium Retention
TB-21055,102,14,1213.721,2016-06-17,379,3,5,2,254.16,No,0.7289592027664185,Needs Attention,357.5335388183594,Low Value,Medium Retention,Low Value + Medium Retention
TB-21175,445,7,298.226,2014-12-08,936,1,2,1,3291.0699999999997,No,0.10999084264039993,Potential Loyalists,724.1544189453125,Medium Value,Low Retention,Medium Value + Low Retention
TB-21190,582,2,773.4540000000001,2014-12-27,917,1,1,2,42.72,No,0.88608318567276,Potential Loyalists,571.5181884765625,Medium Value,Medium Retention,Medium Value + Medium Retention
TB-21250,167,19,1602.376,2014-12-08,936,3,5,3,0,Yes,0.6429007053375244,Potential Loyalists,586.03228759765625,Medium Value,Medium Retention,Medium Value + Medium Retention
TB-21280,401,11,2198.4500000000003,2014-06-21,1106,1,4,4,0,Yes,0.40201249718666077,Potential Loyalists,546.17498779296875,Medium Value,Low Retention,Medium Value + Low Retention
TB-21355,44,12,719.032,2016-01-25,523,4,4,2,115.296,No,0.984088659286499,Needs Attention,530.7723388671875,Medium Value,High Retention,Medium Value + High Retention
TB-21400,20,17,9133.99,2014-01-21,1257,5,5,5,0,Yes,0.8957333564758301,Loyal Customers,1856.5428466796875,High Value,Medium Retention,High Value + Medium Retention
TB-21520,513,17,4644.924,2014-10-17,988,1,5,5,92.562,No,0.9156559705734253,Loyal Customers,775.7352294921875,High Value,Medium Retention,High Value + Medium Retention
TB-21595,103,7,1387.559,2014-02-18,1229,3,2,3,0,Yes,0.3812297284603119,Needs Attention,392.18719482421875,Low Value,Low Retention,Low Value + Low Retention
TB-21625,37,13,1674.552,2014-08-06,1060,5,4,3,1123.116,No,0.8147076368331909,Champions,754.21502685546875,High Value,Medium Retention,High Value + Medium Retention
TC-20980,217,12,19052.218,2014-11-07,967,2,4,5,0,Yes,0.4071798324584961,Potential Loyalists,906.3348388671875,High Value,Low Retention,High Value + Low Retention
TC-21295,56,6,3088.114,2014-10-14,991,4,2,4,1178.6979999999999,No,0.9820348024368286,Loyal Customers,886.6910400390625,High Value,High Retention,High Value + High Retention
TC-21475,62,10,1168.2,2014-11-22,952,4,3,2,76.776,No,0.8137395977973938,Potential Loyalists,643.93804931640625,Medium Value,Medium Retention,Medium Value + Medium Retention
TC-21535,225,8,689.3860000000001,2014-11-03,971,2,3,2,53.172,No,0.8110805749893188,Loyal Customers,683.4859619140625,Medium Value,Medium Retention,Medium Value + Medium Retention
TD-20995,16,9,1335.564,2014-05-19,1139,5,3,2,98.984,No,0.48984473943710327,Loyal Customers,315.9665222167969,Low Value,Low Retention,Low Value + Low Retention
TG-21310,155,9,3058.372,2015-03-09,845,3,3,4,0,Yes,0.6603962779045105,Potential Loyalists,838.708251953125,High Value,Medium Retention,High Value + Medium Retention
TG-21640,652,8,1825.8410000000001,2014-03-31,1188,1,3,3,248.82,No,0.7472352981567383,Potential Loyalists,497.0331115722656,Low Value,Medium Retention,Low Value + Medium Retention
TH-21100,162,7,2422.824,2014-09-27,1008,3,2,4,0,Yes,0.5146447420120239,Potential Loyalists,818.393310546875,High Value,Low Retention,High Value + Low Retention
TH-21115,358,5,2051.268,2014-09-23,1012,1,2,3,891.504,No,0.5592675805091858,Potential Loyalists,784.877685546875,High Value,Low Retention,High Value + Low Retention
TH-21235,23,12,967.881,2014-11-04,970,5,4,2,54.32,No,0.8296557664871216,Potential Loyalists,790.03094482421875,High Value,Medium Retention,High Value + Medium Retention
TH-21550,5,9,2206.428,2014-04-05,1183,5,3,4,2027.6680000000001,No,0.21208199858665466,Loyal Customers,523.9061279296875,Medium Value,Low Retention,Medium Value + Low Retention
TM-21010,153,18,2939.266,2014-02-21,1226,3,5,4,15.96,No,0.9053720831871033,Loyal Customers,303.501953125,Low Value,Medium Retention,Low Value + Medium Retention
TM-21490,93,1,325.86,2017-03-30,93,4,1,1,768.818,No,0.8979519605636597,Needs Attention,680.6351318359375,Medium Value,Medium Retention,Medium Value + Medium Retention
TN-21040,197,11,3025.471,2014-10-10,995,3,4,4,104.75,No,0.9541864395141602,Loyal Customers,825.39666748046875,High Value,High Retention,High Value + High Retention
TP-21130,158,9,1619.076,2015-04-14,809,3,3,3,2834.98,No,0.8567827939987183,Champions,770.4105224609375,High Value,Medium Retention,High Value + Medium Retention
TP-21415,142,8,899.8707999999999,2015-11-28,581,3,3,2,4429.134,No,0.9651694297790527,Loyal Customers,540.91650390625,Medium Value,High Retention,Medium Value + High Retention
TP-21565,168,10,1936.6399999999999,2015-03-01,853,3,3,3,0,Yes,0.5885322093963623,Needs Attention,770.4105224609375,High Value,Low Retention,High Value + Low Retention
TR-21325,11,7,675.942,2014-12-01,943,5,2,2,0,Yes,0.742872953414917,Needs Attention,638.853271484375,Medium Value,Medium Retention,Medium Value + Medium Retention
TS-21085,175,2,4.833,2015-07-19,713,3,1,1,0,Yes,0.34483781456947327,At Risk,553.6431884765625,Medium Value,Low Retention,Medium Value + Low Retention
TS-21160,322,17,2163.6240000000003,2014-04-23,1165,1,5,4,0,Yes,0.36104875802993774,Potential Loyalists,367.5245056152344,Low Value,Low Retention,Low Value + Low Retention
TS-21205,16,19,5371.09,2014-03-21,1198,5,5,5,0,Yes,0.6445110440254211,Loyal Customers,366.55316162109375,Low Value,Medium Retention,Low Value + Medium Retention
TS-21340,44,12,974.782,2014-01-19,1259,4,4,2,0,Yes,0.706774115562439,Needs Attention,874.61297607421875,High Value,Medium Retention,High Value + Medium Retention
TS-21370,51,10,5399.437,2014-10-28,977,4,3,5,6492.314,No,0.9593977928161621,Loyal Customers,949.20635986328125,High Value,High Retention,High Value + High Retention
TS-21430,230,5,1952.388,2014-07-30,1067,2,2,3,101.752,No,0.9523919224739075,Potential Loyalists,792.3802490234375,High Value,High Retention,High Value + High Retention
TS-21505,279,6,1374.328,2014-12-20,924,2,2,3,868.946,No,0.518362283706665,Loyal Customers,730.587890625,High Value,Low Retention,High Value + Low Retention
TS-21610,15,6,2403.472,2014-08-16,1050,5,2,4,416.952,No,0.8960963487625122,Loyal Customers,686.45318603515625,Medium Value,Medium Retention,Medium Value + Medium Retention
TS-21655,56,14,3368.094,2015-02-06,876,4,5,5,0,Yes,0.8355109691619873,Potential Loyalists,728.146240234375,High Value,Medium Retention,High Value + Medium Retention
TT-21070,416,8,1102.436,2014-05-18,1140,1,3,2,3813.166,No,0.7731838822364807,Champions,338.2352600097656,Low Value,Medium Retention,Low Value + Medium Retention
TT-21220,1,15,1427.0439999999999,2014-09-23,1012,5,5,3,0,Yes,0.3487059473991394,Potential Loyalists,439.4931335449219,Low Value,Low Retention,Low Value + Low Retention
TT-21265,224,3,439.5,2015-08-15,686,2,1,1,0,Yes,0.36734068393707275,At Risk,730.7777099609375,High Value,Low Retention,High Value + Low Retention
TT-21460,119,7,2239.148,2015-12-08,571,3,2,4,3125.66,No,0.9608802795410156,Champions,737.32940673828125,High Value,High Retention,High Value + High Retention
TW-21025,18,10,5227.562,2014-12-22,922,5,3,5,51.263999999999996,No,0.8673966526985168,Loyal Customers,833.46160888671875,High Value,Medium Retention,High Value + Medium Retention
TZ-21580,495,8,1702.126,2014-11-11,963,1,3,3,5.16,No,0.8327561020851135,Potential Loyalists,818.362060546875,High Value,Medium Retention,High Value + Medium Retention
VB-21745,115,9,1999.816,2015-07-17,715,3,3,3,5.78,No,0.8730520606040955,Potential Loyalists,676.0350341796875,Medium Value,Medium Retention,Medium Value + Medium Retention
VD-21670,399,16,6442.254,2014-08-04,1062,1,5,5,0,Yes,0.3465656638145447,Potential Loyalists,473.09185791015625,Low Value,Low Retention,Low Value + Low Retention
VF-21715,40,6,686.208,2014-03-01,1218,5,2,2,161.736,No,0.9208011627197266,Potential Loyalists,398.18414306640625,Low Value,Medium Retention,Low Value + Medium Retention
VG-21790,153,6,654.87,2014-08-08,1058,3,2,1,191.14,No,0.869610607624054,Needs Attention,586.73583984375,Medium Value,Medium Retention,Medium Value + Medium Retention
VG-21805,104,6,427.372,2014-09-22,1013,3,2,1,0,Yes,0.11556665599346161,Needs Attention,662.8914794921875,Medium Value,Low Retention,Medium Value + Low Retention
VM-21685,107,10,2405.694,2014-04-07,1181,3,3,4,49.172,No,0.5191047191619873,Loyal Customers,579.6904296875,Medium Value,Low Retention,Medium Value + Low Retention
VM-21835,382,7,365.87,2014-03-22,1197,1,2,1,14.82,No,0.3023969531059265,Needs Attention,354.4290771484375,Low Value,Low Retention,Low Value + Low Retention
VP-21730,1,2,94.792,2015-07-05,727,5,1,1,899.1099999999999,No,0.8726532459259033,Potential Loyalists,497.8587951660156,Low Value,Medium Retention,Low Value + Medium Retention
VP-21760,370,12,1466.74,2014-09-06,1029,1,4,3,1893.786,No,0.5524339079856873,Loyal Customers,560.23297119140625,Medium Value,Low Retention,Medium Value + Low Retention
VS-21820,39,8,1055.981,2014-01-07,1271,5,3,2,0,Yes,0.3679560124874115,Needs Attention,1299.435791015625,High Value,Low Retention,High Value + Low Retention
VT-21700,818,9,1736.596,2014-06-06,1121,1,3,3,0,Yes,0.421877384185791,Needs Attention,497.0331115722656,Low Value,Low Retention,Low Value + Low Retention
VW-21775,140,14,4208.298,2014-05-11,1147,3,5,5,1925.74,No,0.9442121982574463,Champions,587.96429443359375,Medium Value,High Retention,Medium Value + High Retention
WB-21850,2,34,6022.989,2014-11-04,970,5,5,5,137.113,No,0.8704026341438293,Champions,621.7572021484375,Medium Value,Medium Retention,Medium Value + Medium Retention
XP-21865,240,22,1925.346,2014-01-20,1258,2,5,3,449.312,No,0.8242305517196655,Loyal Customers,1829.0989990234375,High Value,Medium Retention,High Value + Medium Retention
YC-21895,298,7,4703.67,2014-11-17,957,2,2,5,750.68,No,0.9306384325027466,Champions,1082.150390625,High Value,High Retention,High Value + High Retention
YS-21880,57,7,1851.384,2015-01-12,901,4,2,3,4869.0599999999995,No,0.8503516912460327,Champions,831.70489501953125,High Value,Medium Retention,High Value + Medium Retention
ZC-21910,12,28,7996.017,2014-10-13,992,5,5,5,29.689999999999998,No,0.9665442705154419,Champions,526.97857666015625,Medium Value,High Retention,Medium Value + High Retention
ZD-21925,20,9,1493.944,2014-08-27,1039,5,3,3,0,Yes,0.4019033908843994,Potential Loyalists,667.02020263671875,Medium Value,Low Retention,Medium Value + Low Retention
