customer_id,recency,frequency,monetary,first_purchase,avg_order_value,tenure_days,r_score,f_score,m_score,future_spend,is_churn,segment,value_tier,engagement_tier,strategic_segment,top_category
SG-20605,67,12,3108.9120000000003,2014-01-23,259.076,1255,4,4,4,15.92,No,Potential Loyalists,High Value,Highly Engaged,High Value - Highly Engaged,Technology
SG-20890,44,5,47.946,2014-03-30,9.5892,1189,4,2,1,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
SH-19975,117,19,2566.7115,2014-12-10,135.09007894736843,934,3,5,4,840.128,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
SH-20395,58,12,1963.854,2014-11-02,163.65449999999998,972,4,4,3,216.864,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
SH-20635,583,2,2096.392,2014-12-16,1048.196,928,1,1,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
SJ-20125,61,18,1754.6979999999999,2015-09-22,97.48322222222222,648,4,5,3,2194.958,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
SJ-20215,72,6,723.614,2015-02-09,120.60233333333333,873,4,2,2,617.422,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
SJ-20500,71,7,1318.7759999999998,2014-08-31,188.39657142857143,1035,4,2,2,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
SK-19990,69,3,251.81,2016-11-28,83.93666666666667,215,4,1,1,631.5989999999999,No,Potential Loyalists,Low Value,Occasional,Low Value - Occasional,Technology
SL-20155,203,6,1348.758,2014-09-21,224.793,1014,2,2,3,1704.2540000000001,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
SM-20005,239,6,244.494,2014-11-23,40.748999999999995,951,2,2,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
SM-20320,554,13,24508.631999999998,2014-03-18,1885.2793846153845,1201,1,4,5,534.418,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
SM-20905,424,6,1043.041,2016-05-03,173.84016666666668,424,1,2,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
SM-20950,32,18,4492.892,2014-09-29,249.6051111111111,1006,5,5,5,1070.5,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
SN-20560,145,14,1097.824,2015-06-18,78.416,744,3,5,2,762.594,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
SN-20710,225,18,2873.3552,2014-05-06,159.63084444444445,1152,2,5,4,254.604,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
SO-20335,69,9,1959.7715,2015-10-11,217.7523888888889,629,4,3,3,642.804,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
SP-20545,145,10,1306.086,2014-10-13,130.6086,992,3,3,2,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
SP-20620,205,12,2303.652,2014-09-08,191.971,1027,2,4,4,3136.667,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
SP-20650,204,15,1872.436,2014-04-16,124.82906666666666,1172,2,5,3,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
SP-20860,119,22,4232.588,2014-12-15,192.39036363636365,929,3,5,5,50.352000000000004,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
SP-20920,107,13,3966.697,2014-11-22,305.13053846153844,952,3,4,5,23.992,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
SR-20425,75,6,2826.2490000000003,2014-06-14,471.04150000000004,1113,4,2,4,407.232,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
SR-20740,14,12,4345.886,2014-02-20,362.1571666666667,1227,5,4,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
SS-20140,28,10,253.086,2014-11-23,25.308600000000002,951,5,3,1,1070.942,No,Loyal Customers,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
SS-20410,588,9,2844.147,2014-05-30,316.0163333333333,1128,1,3,4,212.66,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
SS-20515,309,6,613.4,2014-07-14,102.23333333333333,1083,1,2,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Technology
SS-20590,250,9,418.49,2014-08-05,46.49888888888889,1061,2,3,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
SS-20875,308,13,921.726,2014-12-14,70.902,930,2,4,2,42.91,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
ST-20530,11,11,419.004,2014-02-14,38.091272727272724,1233,5,4,1,14.336,No,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
SU-20665,110,14,1694.608,2015-12-05,121.04342857142858,574,3,5,3,900.7560000000001,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
SV-20365,233,12,3011.014,2014-01-11,250.91783333333333,1267,2,4,4,8459.936,No,Champions,High Value,Inactive,High Value - Inactive,Furniture
SV-20785,138,25,4105.305,2014-04-12,164.2122,1176,3,5,5,0,Yes,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
SV-20815,309,5,1259.41,2015-05-04,251.882,789,1,2,2,11.68,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
SV-20935,68,5,838.028,2016-03-19,167.6056,469,4,2,2,1065.463,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
SW-20245,126,9,845.72,2014-07-20,93.96888888888888,1077,3,3,2,239.358,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
SW-20275,105,4,954.15,2014-03-10,238.5375,1209,3,1,2,1012.5,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
SW-20350,440,3,552.23,2016-04-09,184.07666666666665,448,1,1,1,466.81399999999996,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
SW-20455,277,5,2621.652,2015-06-22,524.3303999999999,740,2,2,4,299.892,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
SW-20755,352,8,758.6959999999999,2014-11-02,94.83699999999999,972,1,3,2,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Furniture
SZ-20035,152,14,2674.935,2014-09-07,191.06678571428571,1028,3,5,4,950.394,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
TA-21385,88,6,879.162,2014-09-12,146.527,1023,4,2,2,13716.458,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
TB-21055,102,14,1213.721,2016-06-17,86.69435714285714,379,3,5,2,254.16,No,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
TB-21175,445,7,298.226,2014-12-08,42.60371428571428,936,1,2,1,3291.0699999999997,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
TB-21190,582,2,773.4540000000001,2014-12-27,386.72700000000003,917,1,1,2,42.72,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Furniture
TB-21250,167,19,1602.376,2014-12-08,84.33557894736842,936,3,5,3,0,Yes,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
TB-21280,401,11,2198.4500000000003,2014-06-21,199.85909090909092,1106,1,4,4,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
TB-21355,44,12,719.032,2016-01-25,59.919333333333334,523,4,4,2,115.296,No,Needs Attention,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
TB-21400,20,17,9133.99,2014-01-21,537.2935294117647,1257,5,5,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
TB-21520,513,17,4644.924,2014-10-17,273.23082352941174,988,1,5,5,92.562,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
TB-21595,103,7,1387.559,2014-02-18,198.2227142857143,1229,3,2,3,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
TB-21625,37,13,1674.552,2014-08-06,128.8116923076923,1060,5,4,3,1123.116,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
TC-20980,217,12,19052.218,2014-11-07,1587.6848333333335,967,2,4,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Technology
TC-21295,56,6,3088.114,2014-10-14,514.6856666666666,991,4,2,4,1178.6979999999999,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
TC-21475,62,10,1168.2,2014-11-22,116.82000000000001,952,4,3,2,76.776,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
TC-21535,225,8,689.3860000000001,2014-11-03,86.17325000000001,971,2,3,2,53.172,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Technology
TD-20995,16,9,1335.564,2014-05-19,148.39600000000002,1139,5,3,2,98.984,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
TG-21310,155,9,3058.372,2015-03-09,339.8191111111111,845,3,3,4,0,Yes,Potential Loyalists,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
TG-21640,652,8,1825.8410000000001,2014-03-31,228.23012500000002,1188,1,3,3,248.82,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
TH-21100,162,7,2422.824,2014-09-27,346.11771428571427,1008,3,2,4,0,Yes,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
TH-21115,358,5,2051.268,2014-09-23,410.2536,1012,1,2,3,891.504,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
TH-21235,23,12,967.881,2014-11-04,80.65675,970,5,4,2,54.32,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
TH-21550,5,9,2206.428,2014-04-05,245.15866666666668,1183,5,3,4,2027.6680000000001,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
TM-21010,153,18,2939.266,2014-02-21,163.29255555555554,1226,3,5,4,15.96,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
TM-21490,93,1,325.86,2017-03-30,325.86,93,4,1,1,768.818,No,Needs Attention,Low Value,Occasional,Low Value - Occasional,Technology
TN-21040,197,11,3025.471,2014-10-10,275.0428181818182,995,3,4,4,104.75,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
TP-21130,158,9,1619.076,2015-04-14,179.89733333333334,809,3,3,3,2834.98,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
TP-21415,142,8,899.8707999999999,2015-11-28,112.48384999999999,581,3,3,2,4429.134,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
TP-21565,168,10,1936.6399999999999,2015-03-01,193.664,853,3,3,3,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
TR-21325,11,7,675.942,2014-12-01,96.56314285714285,943,5,2,2,0,Yes,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
TS-21085,175,2,4.833,2015-07-19,2.4165,713,3,1,1,0,Yes,At Risk,Low Value,Occasional,Low Value - Occasional,Office Supplies
TS-21160,322,17,2163.6240000000003,2014-04-23,127.272,1165,1,5,4,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
TS-21205,16,19,5371.09,2014-03-21,282.68894736842105,1198,5,5,5,0,Yes,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
TS-21340,44,12,974.782,2014-01-19,81.23183333333334,1259,4,4,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
TS-21370,51,10,5399.437,2014-10-28,539.9437,977,4,3,5,6492.314,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
TS-21430,230,5,1952.388,2014-07-30,390.4776,1067,2,2,3,101.752,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
TS-21505,279,6,1374.328,2014-12-20,229.05466666666666,924,2,2,3,868.946,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
TS-21610,15,6,2403.472,2014-08-16,400.57866666666666,1050,5,2,4,416.952,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
TS-21655,56,14,3368.094,2015-02-06,240.57814285714286,876,4,5,5,0,Yes,Potential Loyalists,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
TT-21070,416,8,1102.436,2014-05-18,137.8045,1140,1,3,2,3813.166,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Furniture
TT-21220,1,15,1427.0439999999999,2014-09-23,95.13626666666667,1012,5,5,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
TT-21265,224,3,439.5,2015-08-15,146.5,686,2,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
TT-21460,119,7,2239.148,2015-12-08,319.8782857142857,571,3,2,4,3125.66,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
TW-21025,18,10,5227.562,2014-12-22,522.7562,922,5,3,5,51.263999999999996,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
TZ-21580,495,8,1702.126,2014-11-11,212.76575,963,1,3,3,5.16,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
VB-21745,115,9,1999.816,2015-07-17,222.20177777777778,715,3,3,3,5.78,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
VD-21670,399,16,6442.254,2014-08-04,402.640875,1062,1,5,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Technology
VF-21715,40,6,686.208,2014-03-01,114.368,1218,5,2,2,161.736,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
VG-21790,153,6,654.87,2014-08-08,109.145,1058,3,2,1,191.14,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
VG-21805,104,6,427.372,2014-09-22,71.22866666666667,1013,3,2,1,0,Yes,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
VM-21685,107,10,2405.694,2014-04-07,240.5694,1181,3,3,4,49.172,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
VM-21835,382,7,365.87,2014-03-22,52.26714285714286,1197,1,2,1,14.82,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
VP-21730,1,2,94.792,2015-07-05,47.396,727,5,1,1,899.1099999999999,No,Potential Loyalists,Low Value,Occasional,Low Value - Occasional,Technology
VP-21760,370,12,1466.74,2014-09-06,122.22833333333332,1029,1,4,3,1893.786,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
VS-21820,39,8,1055.981,2014-01-07,131.997625,1271,5,3,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
VT-21700,818,9,1736.596,2014-06-06,192.9551111111111,1121,1,3,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
VW-21775,140,14,4208.298,2014-05-11,300.5927142857143,1147,3,5,5,1925.74,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
WB-21850,2,34,6022.989,2014-11-04,177.14673529411763,970,5,5,5,137.113,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
XP-21865,240,22,1925.346,2014-01-20,87.51572727272728,1258,2,5,3,449.312,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
YC-21895,298,7,4703.67,2014-11-17,671.9528571428572,957,2,2,5,750.68,No,Champions,High Value,Inactive,High Value - Inactive,Office Supplies
YS-21880,57,7,1851.384,2015-01-12,264.4834285714286,901,4,2,3,4869.0599999999995,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
ZC-21910,12,28,7996.017,2014-10-13,285.57203571428573,992,5,5,5,29.689999999999998,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
ZD-21925,20,9,1493.944,2014-08-27,165.99377777777778,1039,5,3,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
